product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
Foodi Smoothie Bowl Maker (Blue),Kitchen,119.99,0.0,900.0,Ninja,9.2,51.0,12/16/2021,blue,107991.0
Sensei Ten (Blue),Mice,69.99,111.0,897.0,SteelSeries,8.75,163.0,5/13/2024,blue,62781.03
Digital Media Keyboard 3000 (Red),Keyboards,39.99,340.0,1393.0,Microsoft,8.5,713.0,2/28/2024,red,55706.07
Vivoactive 4 (Black),Watches,249.99,279.0,524.0,Garmin,8.6,386.0,7/18/2023,black,130994.76000000001
Apex 3 (Brown),Keyboards,49.99,75.0,1473.0,SteelSeries,8.75,727.0,1/12/2025,brown,73635.27
Galaxy Watch Active (White),Watches,199.99,0.0,334.0,Samsung,8.5,35.0,1/4/2022,white,66796.66
"8 (1TB, Green)",Smartphones,699.0,0.0,1350.0,OnePlus,8.5,781.0,4/18/2022,green,943650.0
Nerf Elite 2.0 (Red),Toys,19.99,0.0,1025.0,Hasbro,8.75,288.0,6/28/2025,red,20489.75
Kinect (Green),Gaming Consoles,129.99,0.0,1272.0,Microsoft,7.85,324.0,3/6/2021,green,165347.28
City Police Station (60141) (Yellow),Toys,99.99,0.0,1015.0,LEGO,8.65,320.0,4/21/2025,yellow,101489.84999999999
"70PUS6724 (65"", Black frame)",TVs,700.0,0.0,654.0,Philips,8.5,94.0,11/30/2020,black,457800.0
"6-Series R648 (8K) (55"", Red frame)",TVs,999.0,392.0,846.0,TCL,8.25,412.0,11/12/2024,red,845154.0
Flashback 8 (Gray),Gaming Consoles,59.99,93.0,1536.0,Atari,8.5,284.0,7/8/2025,gray,92144.64
Saturn (Yellow),Gaming Consoles,150.0,0.0,1797.0,Sega,7.5,756.0,2/5/2020,yellow,269550.0
Greyleigh Coffee Table (Brown),Furniture,250.0,0.0,1257.0,Wayfair,8.45,626.0,4/24/2022,brown,314250.0
"iPad Pro 11 (2018) (1TB, Blue)",Tablets,999.0,35.0,1064.0,Apple,8.7,496.0,2/21/2025,blue,1062936.0
"Court Victory Skirt (Gray, XS)",Clothing,60.0,76.0,696.0,Nike,8.5,44.0,7/27/2020,gray,41760.0
"Sport Earbuds (Wired, Purple)",Headphones,49.99,453.0,1291.0,Bose,8.75,551.0,9/13/2022,red,64537.090000000004
"RC Elite (Orange, EU 46)",Shoes,225.0,0.0,1523.0,New Balance,8.75,796.0,8/11/2024,orange,342675.0
"VivoBook S15 (512GB, Red)",Laptops,749.0,316.0,1128.0,Asus,8.3,634.0,5/29/2023,red,844872.0
Enchantimals Doll (Green),Toys,9.99,0.0,850.0,Mattel,8.25,249.0,2/13/2020,green,8491.5
Lancehead TE (Blue),Mice,79.99,254.0,1242.0,Razer,8.5,586.0,8/16/2025,blue,99347.57999999999
Lynx (Yellow),Gaming Consoles,150.0,408.0,1355.0,Atari,7.5,471.0,9/5/2022,yellow,203250.0
"Yoga 9i (1TB, Purple)",Laptops,1600.0,0.0,636.0,Lenovo,8.5,235.0,4/18/2024,purple,1017600.0
Transformers Bumblebee (Purple),Toys,24.99,95.0,684.0,Hasbro,8.5,27.0,1/4/2024,purple,17093.16
"iPad Air (2019) (256GB, Orange)",Tablets,549.0,24.0,674.0,Apple,8.7,43.0,1/24/2021,orange,370026.0
"MacBook Pro 13 (2020) (128GB, Purple)",Laptops,1299.0,270.0,998.0,Apple,8.5,493.0,12/21/2022,purple,1296402.0
Hatchimals CollEGGtibles (Blue),Toys,9.99,423.0,879.0,Spin Master,8.2,288.0,5/28/2024,blue,8781.210000000001
Baby-G BA110 (White),Watches,120.0,327.0,527.0,Casio,8.5,406.0,12/24/2024,white,63240.0
Wireless Mobile Mouse 1850 (White),Mice,14.99,231.0,859.0,Microsoft,8.5,188.0,12/2/2025,white,12876.41
"Floatride Run (Gray, EU 46)",Shoes,130.0,0.0,1081.0,Reebok,8.45,433.0,11/9/2020,gray,140530.0
"Air Max 270 (Gray, EU 39)",Shoes,150.0,176.0,1464.0,Nike,8.75,709.0,12/25/2020,gray,219600.0
Duo Crisp + Air Fryer (Brown),Kitchen,169.0,0.0,1446.0,Instant Pot,8.75,715.0,12/22/2021,brown,244374.0
Magic Trackpad (Green),Mice,129.0,230.0,1045.0,Apple,9.2,201.0,8/31/2022,green,134805.0
Kinect (Gray),Gaming Consoles,99.99,324.0,958.0,Microsoft,7.85,126.0,10/31/2023,gray,95790.42
"Pro HyperWarm Top (Yellow, S)",Clothing,75.0,244.0,1444.0,Nike,8.5,774.0,12/13/2024,yellow,108300.0
"MacBook Pro 16 (2021) (64GB, Green)",Laptops,4099.0,0.0,852.0,Apple,9.5,530.0,7/15/2021,green,3492348.0
"P20 (256GB, Blue)",Smartphones,399.0,324.0,662.0,Huawei,8.2,151.0,8/2/2024,blue,264138.0
"Galaxy Tab S6 (512GB, Gray)",Tablets,729.99,34.0,1255.0,Samsung,8.7,633.0,8/22/2025,gray,916137.45
"Instapump Fury (Black, EU 46)",Shoes,180.0,0.0,946.0,Reebok,8.5,314.0,8/10/2023,black,170280.0
"Galaxy S10 (512GB, Orange)",Smartphones,749.0,0.0,1287.0,Samsung,8.5,730.0,11/23/2022,orange,963963.0
"QNED MiniLED 90 (55"", Black frame)",TVs,999.99,443.0,1317.0,LG,8.75,705.0,12/14/2020,black,1316986.83
Alenya Sofa (Green),Furniture,550.0,144.0,1255.0,Ashley Furniture,8.25,756.0,5/15/2022,green,690250.0
"Inspiron 14 5000 (256GB, Gray)",Laptops,599.0,0.0,621.0,Dell,8.5,52.0,12/29/2025,gray,371979.0
"Yoga Smart Tab (1TB, Purple)",Tablets,299.99,433.0,1262.0,Lenovo,8.5,612.0,1/21/2021,purple,378587.38
"Q950TS 8K QLED (55"", White frame)",TVs,2499.0,0.0,952.0,Samsung,8.5,653.0,6/18/2023,white,2379048.0
"Galaxy S22 (1TB, Red)",Smartphones,1199.0,0.0,926.0,Samsung,8.75,380.0,2/11/2022,red,1110274.0
"Rox Wireless (Wireless, White)",Headphones,99.99,0.0,1152.0,Jabra,8.5,509.0,9/10/2022,white,115188.48
Cardinal Games Chess (White),Toys,20.0,41.0,1350.0,Spin Master,8.5,664.0,1/11/2020,white,27000.0
"Essentials Hoodie (White, S)",Clothing,70.0,211.0,1282.0,Adidas,8.5,601.0,10/2/2021,white,89740.0
Ebern Designs Convertible Sofa (Black),Furniture,320.0,171.0,1195.0,Wayfair,7.8,754.0,4/1/2020,black,382400.0
G-Shock DW5600 (Green),Watches,99.0,0.0,413.0,Casio,8.75,99.0,9/5/2020,green,40887.0
"ThinkPad X12 Detachable (512GB, White)",Tablets,1400.0,254.0,432.0,Lenovo,8.2,75.0,9/27/2025,white,604800.0
Pro Type Ultra (Brown),Keyboards,199.99,0.0,978.0,Razer,8.75,256.0,7/29/2021,brown,195590.22
"Surface Pro 7 (1TB, Gray)",Tablets,1599.0,0.0,845.0,Microsoft,8.5,413.0,2/6/2021,gray,1351155.0
Huntsman Mini (Yellow),Keyboards,129.99,382.0,841.0,Razer,8.5,201.0,7/24/2025,yellow,109321.59000000001
"QuietComfort 45 (Wired, Orange)",Headphones,329.0,317.0,1031.0,Bose,8.9,306.0,8/23/2023,red,339199.0
"QN85A Neo QLED (55"", Black frame)",TVs,1399.0,68.0,1087.0,Samsung,9.25,425.0,4/21/2024,black,1520713.0
One-Touch Tea Maker (Red),Kitchen,250.0,251.0,997.0,Breville,8.75,295.0,10/6/2025,red,249250.0
"75R635 (75"", Brown frame)",TVs,1899.0,156.0,1247.0,TCL,8.75,786.0,1/28/2023,brown,2368053.0
Duo Nova (Black),Kitchen,99.99,130.0,1042.0,Instant Pot,8.75,304.0,3/25/2023,black,104189.58
One-Touch Tea Maker (Blue),Kitchen,229.95,,800.0,Breville,8.75,105.0,2/24/2021,blue,183960.0
MX Master 2S (White),Mice,99.99,311.0,1621.0,Logitech,9.25,725.0,6/18/2023,white,162083.78999999998
"Beats Studio3 (Wireless, Green)",Headphones,349.95,278.0,1301.0,Apple,8.25,766.0,1/3/2025,green,455284.95
Lark Manor End Table (Black),Furniture,120.0,15.0,1377.0,Wayfair,8.5,737.0,10/13/2023,black,165240.0
"Sherpa Trucker Jacket (Green, M)",Clothing,98.0,447.0,1307.0,Levi's,8.75,575.0,7/26/2021,green,128086.0
"Mi 11 (1TB, Gray)",Smartphones,799.0,329.0,823.0,Xiaomi,8.75,216.0,8/12/2020,gray,657577.0
"501 Original Jeans (Purple, XXL)",Clothing,69.5,137.0,1503.0,Levi's,8.75,754.0,6/27/2025,purple,104458.5
K100 RGB (Blue),Keyboards,229.99,0.0,957.0,Corsair,9.2,129.0,3/6/2022,blue,220100.43000000002
Watch Series 2 (Purple),Watches,249.0,141.0,367.0,Apple,8.75,41.0,7/27/2021,purple,91383.0
"Elite 75t (Wired, Red)",Headphones,110.0,21.0,733.0,Jabra,8.5,88.0,10/1/2021,red,80630.0
"8 (1TB, White)",Smartphones,899.0,244.0,867.0,OnePlus,8.5,355.0,12/17/2025,white,779433.0
"Cortez (Black, EU 40)",Shoes,90.0,0.0,888.0,Nike,8.75,174.0,4/5/2025,black,79920.0
Galaxy Watch Active2 (Yellow),Watches,249.99,0.0,724.0,Samsung,8.75,747.0,8/18/2024,yellow,180992.76
Architecture Statue of Liberty (21042) (Purple),Toys,129.99,70.0,737.0,LEGO,8.75,23.0,9/4/2020,purple,95802.63
Sensei 310 (Green),Mice,49.99,0.0,1492.0,SteelSeries,8.75,742.0,6/23/2023,green,74585.08
"Samba (White, EU 46)",Shoes,100.0,9.0,847.0,Adidas,8.5,198.0,11/25/2023,white,84700.0
Pictionary (Brown),Toys,20.0,175.0,742.0,Mattel,8.5,80.0,10/5/2022,brown,14840.0
Vivoactive 4 (Green),Watches,249.99,0.0,482.0,Garmin,8.5,335.0,12/29/2021,green,120495.18000000001
"FuelCell Rebel (Green, EU 40)",Shoes,130.0,148.0,1114.0,New Balance,8.25,529.0,1/15/2023,green,144820.0
PlayStation 5 (Blue),Gaming Consoles,499.0,0.0,1432.0,Sony,9.5,27.0,3/6/2020,blue,714568.0
"P40 Pro (512GB, Brown)",Smartphones,1099.0,0.0,1088.0,Huawei,8.5,591.0,7/6/2024,brown,1195712.0
"Omen 15 (512GB, Yellow)",Laptops,1150.0,0.0,1018.0,HP,8.75,443.0,5/9/2023,yellow,1170700.0
Atheris (Orange),Mice,49.99,0.0,1280.0,Razer,8.75,538.0,8/27/2025,orange,63987.200000000004
Magic Trackpad (2021) (Purple),Mice,129.0,0.0,1261.0,Apple,8.7,540.0,9/17/2021,purple,162669.0
Rival 600 (Green),Mice,79.99,0.0,864.0,SteelSeries,9.25,3.0,9/16/2022,green,69111.36
K400 Plus (Brown),Keyboards,29.99,328.0,798.0,Logitech,8.5,139.0,4/28/2024,brown,23932.02
"ROG Zephyrus G14 (256GB, Purple)",Laptops,1200.0,498.0,918.0,Asus,8.75,363.0,3/3/2025,purple,1101600.0
"ProBook 450 G7 (1TB, Yellow)",Laptops,950.0,391.0,738.0,HP,8.0,354.0,6/15/2023,yellow,701100.0
"Tab P12 Pro (512GB, Orange)",Tablets,900.0,0.0,1257.0,Lenovo,8.5,710.0,7/13/2023,orange,1131300.0
"Bravia X950H (75"", Purple frame)",TVs,2500.0,,504.0,Sony,9.0,90.0,6/4/2025,purple,1260000.0
Orchard Hills TV Stand (Black),Furniture,150.0,96.0,613.0,Sauder,8.4,4.0,10/5/2020,black,91950.0
Charge 4 (Purple),Watches,129.95,372.0,674.0,Fitbit,8.5,681.0,10/27/2020,purple,87586.29999999999
"574 (Orange, EU 40)",Shoes,90.0,488.0,1060.0,New Balance,8.5,415.0,4/21/2025,orange,95400.0
"ENVY 13 (256GB, Purple)",Laptops,949.99,450.0,1238.0,HP,8.75,635.0,3/25/2025,purple,1176087.62
"65S535 (55"", Gray frame)",TVs,500.0,0.0,1152.0,TCL,8.5,534.0,7/28/2021,gray,576000.0
"UHD UM7300 (65"", Yellow frame)",TVs,799.0,0.0,996.0,LG,8.5,427.0,10/13/2020,yellow,795804.0
Galaxy Watch 3 (Purple),Watches,250.0,71.0,710.0,Samsung,8.5,766.0,9/29/2025,purple,177500.0
GameCube (White),Gaming Consoles,150.0,0.0,1891.0,Nintendo,8.5,530.0,10/4/2024,white,283650.0
K95 RGB Platinum (Red),Keyboards,199.99,53.0,1597.0,Corsair,9.2,755.0,11/20/2023,red,319384.03
The Bambino Plus (Purple),Kitchen,499.95,0.0,1335.0,Breville,8.75,658.0,2/6/2024,purple,667433.25
Game Gear (White),Gaming Consoles,150.0,45.0,2154.0,Sega,8.5,714.0,9/22/2022,white,323100.0
"Surface Go (1TB, Blue)",Tablets,999.0,344.0,842.0,Microsoft,8.25,405.0,12/30/2025,blue,841158.0
"Bravia A90J (55"", Brown frame)",TVs,1999.0,92.0,779.0,Sony,9.2,220.0,10/12/2025,brown,1557221.0
"511 Slim Jeans (Orange, XS)",Clothing,69.5,0.0,793.0,Levi's,8.75,65.0,10/25/2021,orange,55113.5
"Beats Solo3 (Wired, Gray)",Headphones,99.99,357.0,1333.0,Apple,8.5,682.0,8/7/2022,red,133286.66999999998
"WF-1000XM4 (Wired, Orange)",Headphones,279.99,0.0,1522.0,Sony,9.2,686.0,1/25/2021,red,426144.78
Edifice EFR-S107D (Green),Watches,130.0,0.0,610.0,Casio,8.2,634.0,9/9/2022,green,79300.0
Star Wars Millennium Falcon (75192) (Blue),Toys,849.99,78.0,1069.0,LEGO,9.6,220.0,10/27/2022,blue,908639.31
"WF-C500 (Wired, Blue)",Headphones,49.99,0.0,1215.0,Sony,8.2,614.0,2/17/2022,red,60737.850000000006
Lynx (Brown),Gaming Consoles,130.0,115.0,1379.0,Atari,7.5,477.0,10/2/2022,brown,179270.0
"Omen 15 (64GB, Green)",Laptops,1800.0,0.0,1099.0,HP,8.75,619.0,2/22/2024,green,1978200.0
"P20 Pro (64GB, White)",Smartphones,300.0,482.0,934.0,Huawei,8.2,399.0,12/16/2024,white,280200.0
Little People Caring for Animals Farm (Blue),Toys,49.99,475.0,1651.0,Fisher-Price,9.2,753.0,9/5/2020,blue,82533.49
"RS-X3 (Orange, EU 42)",Shoes,110.0,0.0,948.0,Puma,8.5,284.0,5/19/2025,orange,104280.0
PlayStation 3 (White),Gaming Consoles,150.0,141.0,1846.0,Sony,7.5,769.0,12/9/2022,white,276900.0
Magic Mouse (Black),Mice,99.0,0.0,849.0,Apple,8.5,198.0,12/7/2021,black,84051.0
"Yoga 9i (256GB, Red)",Laptops,1199.99,474.0,972.0,Lenovo,8.75,416.0,2/15/2021,red,1166390.28
Architecture Statue of Liberty (21042) (White),Toys,119.99,13.0,1045.0,LEGO,8.75,310.0,10/2/2024,white,125389.54999999999
"NanoCell 90 (43"", White frame)",TVs,599.0,,1110.0,LG,8.3,575.0,5/18/2021,white,664890.0
"55PUS8804 (50"", Yellow frame)",TVs,850.0,411.0,780.0,Philips,8.25,311.0,5/3/2022,yellow,663000.0
MX Anywhere 2S (Blue),Mice,59.99,257.0,801.0,Logitech,8.5,133.0,7/7/2021,blue,48051.99
Magic Mouse (Late 2022) (Black),Mice,99.0,227.0,1364.0,Apple,8.75,626.0,2/8/2020,black,135036.0
Versa 2 (Green),Watches,149.95,0.0,457.0,Fitbit,8.5,258.0,2/6/2022,green,68527.15
Switch Lite (Black),Gaming Consoles,199.99,15.0,1181.0,Nintendo,8.75,38.0,10/25/2022,black,236188.19
Ideas Tree House (21318) (Black),Toys,249.99,443.0,963.0,LEGO,9.5,60.0,9/5/2022,black,240740.37
"Cali (Red, EU 46)",Shoes,80.0,31.0,1010.0,Puma,8.45,362.0,3/8/2021,red,80800.0
Rubik's Cube (Gray),Toys,14.99,22.0,599.0,Spin Master,7.85,117.0,10/1/2024,gray,8979.01
"HD 560S (Wired, Orange)",Headphones,199.95,0.0,1102.0,Sennheiser,8.75,392.0,6/5/2021,red,220344.9
Infant to Toddler Rocker (Yellow),Toys,44.99,0.0,912.0,Fisher-Price,9.2,63.0,4/20/2025,yellow,41030.880000000005
Basilisk V3 (Purple),Mice,69.99,0.0,726.0,Razer,8.75,6.0,12/16/2025,purple,50812.74
"Bravia X85J (75"", Purple frame)",TVs,1499.0,0.0,1063.0,Sony,8.75,568.0,11/4/2021,purple,1593437.0
"Clyde (Purple, EU 39)",Shoes,90.0,189.0,870.0,Puma,8.75,143.0,2/19/2022,purple,78300.0
G903 Lightspeed (Blue),Mice,99.99,1.0,1279.0,Logitech,9.2,419.0,10/3/2021,blue,127887.20999999999
Cottage Road Coffee Table (Blue),Furniture,180.0,324.0,910.0,Sauder,8.5,284.0,7/27/2024,blue,163800.0
"Clyde (Black, EU 42)",Shoes,90.0,0.0,1031.0,Puma,8.5,365.0,7/13/2021,black,92790.0
"Galaxy Tab A7 (128GB, Green)",Tablets,249.99,0.0,1102.0,Samsung,8.5,461.0,8/14/2021,green,275488.98
"Clyde (Green, EU 44)",Shoes,90.0,0.0,1225.0,Puma,8.5,575.0,7/20/2023,green,110250.0
Marathon M705 (Black),Mice,29.99,433.0,1013.0,Logitech,9.0,212.0,5/8/2024,black,30379.87
Setu Chair (Purple),Furniture,850.0,170.0,1006.0,Herman Miller,9.25,245.0,7/11/2023,purple,855100.0
Wireless Keyboard 900 (Yellow),Keyboards,49.99,31.0,1105.0,Microsoft,8.75,367.0,2/6/2024,yellow,55238.950000000004
"AirPods Pro (2nd generation) (Wireless, Green)",Headphones,249.0,428.0,1423.0,Apple,8.75,719.0,9/29/2020,green,354327.0
"10 Pro (128GB, Green)",Smartphones,699.0,0.0,843.0,OnePlus,8.75,217.0,1/8/2020,green,589257.0
"iPad Pro 12.9 (2021) (1TB, Blue)",Tablets,1799.0,0.0,1240.0,Apple,9.2,615.0,1/7/2025,blue,2230760.0
SNES (Brown),Gaming Consoles,120.0,132.0,2165.0,Nintendo,9.5,420.0,7/31/2021,brown,259800.0
"MacBook Pro 14 (2023) (128GB, Purple)",Laptops,1999.0,,563.0,Apple,9.2,13.0,4/27/2021,purple,1125437.0
"iPad Air (2020) (1TB, Gray)",Tablets,899.0,,747.0,Apple,9.2,30.0,8/10/2021,gray,671553.0
MARQ Athlete (Green),Watches,1500.0,0.0,348.0,Garmin,8.75,192.0,1/17/2024,green,522000.0
"Superstar (White, EU 38)",Shoes,85.0,0.0,1165.0,Adidas,8.75,432.0,4/22/2023,white,99025.0
"501 Shorts (Red, XS)",Clothing,44.99,198.0,1039.0,Levi's,8.75,294.0,6/13/2020,red,46744.61
Shoal Creek Dresser (Red),Furniture,259.99,169.0,805.0,Sauder,8.5,189.0,10/28/2023,red,209291.95
"AirPods Pro (2nd generation) (Wired, Green)",Headphones,249.0,274.0,1513.0,Apple,9.2,689.0,8/5/2021,red,376737.0
"Zig Kinetica (Black, EU 40)",Shoes,120.0,406.0,1448.0,Reebok,8.5,805.0,10/30/2023,black,173760.0
PlayStation Classic (Yellow),Gaming Consoles,70.0,0.0,1531.0,Sony,7.5,573.0,12/4/2024,yellow,107170.0
G903 Lightspeed (Brown),Mice,129.99,0.0,840.0,Logitech,9.1,30.0,9/6/2025,brown,109191.6
"HD 560S (Wireless, Orange)",Headphones,220.0,0.0,1417.0,Sennheiser,8.7,700.0,10/8/2022,orange,311740.0
Transformers Bumblebee (Gray),Toys,24.99,381.0,1084.0,Hasbro,8.75,339.0,7/31/2023,gray,27089.16
"Workout Plus (Gray, EU 38)",Shoes,80.0,266.0,1103.0,Reebok,8.5,434.0,12/25/2022,gray,88240.0
Switch (Gray),Gaming Consoles,299.99,0.0,2592.0,Nintendo,9.25,750.0,9/22/2022,gray,777574.0800000001
Foodi Multi-Cooker (Brown),Kitchen,179.0,492.0,846.0,Ninja,9.2,15.0,3/22/2025,brown,151434.0
Ninjago City (70620) (White),Toys,299.99,186.0,1152.0,LEGO,9.2,332.0,12/16/2024,white,345588.48
"70PUS8505 (55"", White frame)",TVs,800.0,335.0,1226.0,Philips,8.3,714.0,4/23/2024,white,980800.0
"55PUS7956/12 (55"", Orange frame)",TVs,600.0,435.0,994.0,Philips,7.8,606.0,3/4/2022,orange,596400.0
"Basket (Orange, EU 46)",Shoes,90.0,413.0,1444.0,Puma,8.75,713.0,2/29/2024,orange,129960.0
Operation (White),Toys,20.0,42.0,1128.0,Hasbro,8.75,379.0,11/27/2023,white,22560.0
Baby-G BA110 (Orange),Watches,99.0,0.0,420.0,Casio,8.25,254.0,10/21/2025,orange,41580.0
"AirPods (1st generation) (Wireless, Brown)",Headphones,99.0,422.0,671.0,Apple,8.5,26.0,7/3/2020,brown,66429.0
Magic Trackpad (White),Mice,129.0,0.0,980.0,Apple,9.3,115.0,8/31/2021,white,126420.0
"7T (128GB, Brown)",Smartphones,399.0,319.0,730.0,OnePlus,8.5,137.0,11/7/2024,brown,291270.0
"MacBook Air M1 (2020) (256GB, Purple)",Laptops,999.0,0.0,1239.0,Apple,9.25,530.0,8/20/2024,purple,1237761.0
"ThinkPad X1 Carbon (7th Gen) (64GB, Purple)",Laptops,1800.0,245.0,1087.0,Lenovo,8.75,601.0,11/17/2022,purple,1956600.0
Xbox One (Blue),Gaming Consoles,300.0,0.0,1195.0,Microsoft,8.75,65.0,3/3/2021,blue,358500.0
Magic Trackpad (Late 2022) (White),Mice,129.0,0.0,1500.0,Apple,8.75,770.0,7/7/2021,white,193500.0
"Beats Studio3 (Wireless, Gray)",Headphones,349.95,300.0,793.0,Apple,8.25,253.0,9/11/2024,gray,277510.35
Air Hogs Super Soft (Brown),Toys,29.99,0.0,1378.0,Spin Master,8.5,689.0,12/13/2020,brown,41326.22
"Galaxy Tab S6 (128GB, Red)",Tablets,550.0,0.0,886.0,Samsung,8.5,305.0,8/13/2025,red,487300.0
"Pavilion 15 (128GB, Black)",Laptops,550.0,212.0,778.0,HP,8.25,264.0,9/23/2024,black,427900.0
Sensei 310 (Purple),Mice,69.99,162.0,1524.0,SteelSeries,8.75,758.0,4/29/2023,purple,106664.76
"Galaxy Z Flip (128GB, Black)",Smartphones,999.0,449.0,1246.0,Samsung,8.5,722.0,1/28/2021,black,1244754.0
5-Shelf Bookcase (Orange),Furniture,150.0,0.0,669.0,Sauder,8.2,114.0,8/5/2025,orange,100350.0
G-Shock GA2100 (Purple),Watches,120.0,447.0,550.0,Casio,8.75,386.0,4/13/2024,purple,66000.0
"Own the Run Tee (Purple, S)",Clothing,35.0,0.0,859.0,Adidas,8.75,121.0,2/8/2025,purple,30065.0
"Real Madrid Home Jersey (Green, M)",Clothing,90.0,19.0,731.0,Adidas,8.7,29.0,7/28/2025,green,65790.0
"Mate 20 (1TB, Gray)",Smartphones,899.0,178.0,722.0,Huawei,8.5,201.0,7/9/2023,gray,649078.0
"Galaxy S9 (512GB, Yellow)",Smartphones,299.0,66.0,1270.0,Samsung,8.5,652.0,10/17/2025,yellow,379730.0
Forerunner 245 (Blue),Watches,299.99,0.0,580.0,Garmin,8.9,411.0,1/12/2025,blue,173994.2
VCS (2021) (Gray),Gaming Consoles,299.0,88.0,955.0,Atari,7.5,247.0,10/10/2021,gray,285545.0
Barbie Doll (Purple),Toys,24.99,395.0,987.0,Mattel,8.75,247.0,10/8/2023,purple,24665.129999999997
"ZBook Firefly 14 (64GB, Brown)",Laptops,2500.0,114.0,859.0,HP,8.5,584.0,10/29/2021,brown,2147500.0
Duo Crisp + Air Fryer (Red),Kitchen,199.95,124.0,1178.0,Instant Pot,9.25,332.0,2/9/2025,red,235541.09999999998
"OLED C1 (65"", Purple frame)",TVs,1899.0,368.0,638.0,LG,9.25,60.0,11/18/2021,purple,1211562.0
"5T (256GB, Blue)",Smartphones,499.0,0.0,1174.0,OnePlus,8.75,485.0,5/27/2022,blue,585826.0
"ZenBook 14 UX425 (128GB, Black)",Laptops,799.0,36.0,1090.0,Asus,8.75,469.0,10/11/2020,black,870910.0
Magic Mouse 2 (Yellow),Mice,79.0,0.0,1231.0,Apple,8.5,567.0,10/6/2021,yellow,97249.0
"Bravia X95J (43"", Yellow frame)",TVs,1299.99,0.0,727.0,Sony,8.75,195.0,11/14/2025,yellow,945092.73
"Spectre x360 13 (256GB, Gray)",Laptops,999.99,177.0,795.0,HP,8.75,204.0,7/19/2020,gray,794992.05
K95 RGB Platinum (Black),Keyboards,199.99,0.0,1229.0,Corsair,9.2,393.0,10/29/2023,black,245787.71000000002
Versa (Black),Watches,129.95,200.0,722.0,Fitbit,8.5,789.0,4/20/2024,black,93823.9
K55 RGB (Yellow),Keyboards,59.99,206.0,1069.0,Corsair,8.25,460.0,3/3/2024,yellow,64129.310000000005
Charge 4 (Brown),Watches,129.95,490.0,694.0,Fitbit,8.5,728.0,4/7/2023,brown,90185.29999999999
Rival 710 (Black),Mice,99.99,295.0,1351.0,SteelSeries,8.75,598.0,7/8/2023,black,135086.49
"Surface Pro 6 (256GB, Orange)",Tablets,1100.0,84.0,748.0,Microsoft,8.5,245.0,5/18/2025,orange,822800.0
"iPhone 7 (64GB, Gray)",Smartphones,150.0,345.0,1051.0,Apple,7.5,652.0,9/17/2023,gray,157650.0
PSX (Purple),Gaming Consoles,150.0,0.0,1229.0,Sony,8.45,134.0,1/13/2022,purple,184350.0
"ENVY 15 (1TB, White)",Laptops,1200.0,491.0,985.0,HP,8.75,421.0,7/12/2025,white,1182000.0
"Alphabounce (Brown, EU 38)",Shoes,120.0,0.0,1469.0,Adidas,8.75,732.0,4/30/2025,brown,176280.0
"Powerbeats Pro (Wired, White)",Headphones,249.95,0.0,1391.0,Apple,8.4,770.0,10/21/2025,red,347680.45
Gear Fit2 Pro (Green),Watches,130.0,71.0,492.0,Samsung,8.35,365.0,3/23/2023,green,63960.0
"MacBook Pro 13 (2022) (64GB, White)",Laptops,1999.0,412.0,711.0,Apple,8.75,277.0,3/7/2022,white,1421289.0
"Powerbeats Pro (Wireless, Blue)",Headphones,199.95,6.0,1511.0,Apple,8.75,787.0,3/2/2022,blue,302124.45
Xbox One X (Blue),Gaming Consoles,349.99,0.0,1376.0,Microsoft,8.5,258.0,2/29/2024,blue,481586.24
"MacBook Pro 13 (2020) (1TB, Green)",Laptops,1799.0,389.0,756.0,Apple,9.1,204.0,6/24/2025,green,1360044.0
"QLED Q60T (75"", Brown frame)",TVs,1500.0,0.0,502.0,Samsung,8.7,19.0,1/15/2022,brown,753000.0
Flashback 8 (Green),Gaming Consoles,49.99,0.0,1616.0,Atari,7.5,635.0,10/16/2024,green,80783.84
G613 Wireless (Yellow),Keyboards,70.0,190.0,1457.0,Logitech,8.5,789.0,3/23/2021,yellow,101990.0
"513 Slim Straight (Purple, S)",Clothing,69.99,342.0,1066.0,Levi's,8.55,395.0,9/9/2022,purple,74609.34
Xbox One (Red),Gaming Consoles,299.0,376.0,1507.0,Microsoft,8.75,251.0,12/16/2022,red,450593.0
Creator Expert Taj Mahal (10256) (Green),Toys,369.99,0.0,1409.0,LEGO,9.25,587.0,9/25/2025,green,521315.91000000003
Connect 4 (White),Toys,15.99,54.0,1194.0,Hasbro,8.75,456.0,10/8/2024,white,19092.06
G810 Orion Spectrum (Yellow),Keyboards,129.99,0.0,1228.0,Logitech,8.75,518.0,10/25/2025,yellow,159627.72
"AU8000 (50"", Black frame)",TVs,450.0,44.0,1355.0,Samsung,8.75,660.0,3/2/2023,black,609750.0
"Sportswear Club Hoodie (Red, XS)",Clothing,50.0,251.0,1196.0,Nike,8.75,466.0,10/27/2021,red,59800.0
"Instapump Fury (Orange, EU 46)",Shoes,180.0,63.0,980.0,Reebok,8.5,338.0,9/30/2020,orange,176400.0
"Vanish Woven Pants (Brown, M)",Clothing,65.0,67.0,1399.0,Under Armour,8.5,713.0,10/6/2025,brown,90935.0
Galaxy Watch 3 (Gray),Watches,249.99,170.0,523.0,Samsung,8.75,351.0,7/23/2024,gray,130744.77
