"id","age_certification"
"ts257315","TV-Y"
"ts299321","TV-Y7"
"tm1185506",NA
"tm1083068",NA
"tm879685",NA
"tm466544",NA
"ts315551",NA
"ts317144","TV-MA"
"ts325756","TV-MA"
"ts260502","TV-MA"
"ts320557","TV-MA"
"ts296081","TV-14"
"tm448707",NA
"ts296069","TV-MA"
"tm1111717","G"
"tm1111920",NA
"ts287149","TV-14"
"tm950444","PG"
"ts239188","TV-MA"
"ts297685","TV-14"
"ts308002","TV-MA"
"tm1092892","PG"
"ts271517","TV-14"
"ts257271","TV-MA"
"tm1108010",NA
"ts296059","TV-MA"
"ts306068","TV-MA"
"ts346007","TV-MA"
"tm1098514",NA
"tm1108621",NA
"ts317526","TV-MA"
"ts216407","TV-MA"
"tm1130264",NA
"ts306510","TV-Y"
"tm1127479",NA
"tm433048","R"
"ts321254","TV-MA"
"ts270798","TV-PG"
"tm972519",NA
"tm1003725",NA
"ts284862",NA
"tm1036270",NA
"ts302056","TV-14"
"ts287838",NA
"ts273318","TV-PG"
"ts318024","TV-14"
"tm876608",NA
"tm1000797","R"
"tm1096880",NA
"ts331449","TV-14"
"tm858287",NA
"tm990835",NA
"ts283639","TV-MA"
"ts296091","TV-MA"
"ts271720","TV-Y7"
"ts289364","TV-14"
"ts293814","TV-PG"
"tm993435","R"
"tm1191860",NA
"tm1064532",NA
"tm1047190",NA
"ts292446","TV-Y"
"ts315549",NA
"ts288997","TV-PG"
"tm1030495",NA
"ts282133","TV-Y7"
"ts289261","TV-Y"
"tm1173363","G"
"tm1002869","PG-13"
"ts287045","TV-MA"
"tm1001267",NA
"ts258321",NA
"ts342479","TV-Y7"
"ts300274","TV-MA"
"ts271726","TV-Y"
"tm1218702",NA
"tm1041543",NA
"ts257817","TV-MA"
"ts310628","TV-G"
"tm1142517",NA
"ts300456","TV-MA"
"tm1146393",NA
"ts302714","TV-MA"
"tm1065041","PG-13"
"ts288545","TV-Y7"
"ts299485","TV-Y7"
"ts319464",NA
"tm1132325",NA
"ts301609","TV-MA"
"tm1038355",NA
"tm890013",NA
"tm1182144",NA
"tm1102226",NA
"tm1000037","R"
"ts297065","TV-MA"
"tm1084481","PG-13"
"ts285724","TV-14"
"ts288065","TV-14"
"tm963182",NA
"tm1114205","PG-13"
"ts272515","TV-MA"
"ts343404","TV-MA"
"tm1073802",NA
"tm1129394","PG"
"tm949382",NA
"tm1129217","R"
"tm1000599",NA
"ts257345","TV-MA"
"tm1188819",NA
"tm1049155",NA
"ts291150","TV-MA"
"ts320183","TV-PG"
"ts315144","TV-Y"
"ts309235","TV-MA"
"ts90023","TV-14"
"ts346034","TV-MA"
"tm1002408",NA
"ts226392","TV-MA"
"tm1187638",NA
"ts287941","TV-14"
"tm1001108","R"
"ts320407","TV-PG"
"ts288540","TV-MA"
"tm475430",NA
"tm1125844","R"
"tm1130995",NA
"ts356275","TV-Y"
"tm980657",NA
"ts311887",NA
"ts273461","TV-14"
"ts235563","TV-MA"
"tm1201453",NA
"tm993790","R"
"ts288472",NA
"tm919869",NA
"tm1022912",NA
"ts292662","TV-14"
"ts330012","TV-MA"
"ts282155","TV-MA"
"ts188861","TV-Y7"
"tm454879",NA
"ts279953",NA
"tm421437",NA
"tm1025318",NA
"ts316965","TV-Y"
"ts270807",NA
"ts302058","TV-MA"
"tm1022893","PG-13"
"ts321437","TV-MA"
"tm1080406",NA
"tm1001095",NA
"ts345779","TV-G"
"ts282214","TV-14"
"ts329711","TV-14"
"ts14520","TV-Y"
"tm985550",NA
"tm992279",NA
"ts326029","TV-MA"
"tm998033",NA
"tm1178876",NA
"tm1115800",NA
"ts330132","TV-MA"
"tm975741","G"
"tm988736","PG-13"
"tm1120937",NA
"tm859256",NA
"ts297763","TV-14"
"ts61384","TV-PG"
"ts321084","TV-MA"
"tm989672","PG-13"
"tm1024062",NA
"ts297031","TV-Y7"
"tm1198504","R"
"tm1143258",NA
"ts272092","TV-14"
"tm1200703",NA
"tm1077013","R"
"tm1031186",NA
"ts287741","TV-PG"
"tm1237253",NA
"ts288832","TV-Y7"
"tm1082359",NA
"tm1040688",NA
"tm985712","R"
"ts301964","TV-PG"
"tm1027712","G"
"tm1102151","PG-13"
"tm1065788",NA
"ts296201","TV-MA"
"ts297058","TV-MA"
"tm1162608",NA
"tm979182",NA
"ts282840","TV-MA"
"ts268220",NA
"ts306135","TV-MA"
"ts268103",NA
"ts352881",NA
"tm1070032",NA
"ts328617","TV-MA"
"tm1152224",NA
"tm1217689",NA
"ts72196","TV-14"
"ts307981","TV-G"
"tm1074621",NA
"ts188367","TV-MA"
"tm990983",NA
"tm1094069","PG-13"
"tm1037704","PG"
"tm902870",NA
"tm1165118",NA
"tm948681",NA
"ts331654","TV-MA"
"ts283614","TV-14"
"tm960430",NA
"tm954297",NA
"tm1107848",NA
"ts319460",NA
"tm997608","PG-13"
"ts287853",NA
"tm950360",NA
"ts288064","TV-MA"
"ts305890","TV-14"
"ts304690","TV-MA"
"tm1107912",NA
"tm813372",NA
"tm1001619",NA
"tm1025493",NA
"tm1087383",NA
"tm1147890",NA
"tm983722","R"
"tm886188",NA
"tm1101878","PG"
"tm1183542",NA
"ts229537","TV-Y"
"tm960145",NA
"ts267062","TV-MA"
"ts254956",NA
"tm810657",NA
"tm876083",NA
"ts305732","TV-MA"
"ts313902","TV-MA"
"tm1102856",NA
"ts302653","TV-MA"
"tm462311",NA
"tm855340","G"
"ts326955",NA
"tm1000185",NA
"tm1030283","R"
"tm1040337",NA
"ts306188",NA
"tm1039422",NA
"ts308516","TV-MA"
"ts329882","TV-Y"
"tm1006127",NA
"ts317064",NA
"tm1196455",NA
"tm990972",NA
"ts232506","TV-MA"
"tm1074622",NA
"ts330289","TV-MA"
"tm1063013","PG-13"
"tm996040",NA
"tm945283",NA
"tm1075596","PG-13"
"ts311958","TV-14"
"tm979688",NA
"tm1033803",NA
"ts302570","TV-MA"
"tm1038096",NA
"ts285854","TV-MA"
"ts343426","TV-MA"
"tm1031448",NA
"tm1195428",NA
"tm1039168",NA
"tm1164320",NA
"tm904862",NA
"tm926580","R"
"tm1017664",NA
"tm977620",NA
"tm1118822",NA
"tm1185568","R"
"ts310331","TV-MA"
"tm1110205",NA
"tm1119455","PG-13"
"ts293346","TV-MA"
"tm1137797","R"
"tm1172947",NA
"ts285422","TV-14"
"tm942277",NA
"tm1102570",NA
"tm856634",NA
"tm1174919",NA
"ts304709","TV-PG"
"tm1031499",NA
"tm1143058",NA
"tm1152323","R"
"tm963023",NA
"tm1166429",NA
"tm1068692",NA
"tm983466",NA
"tm1003376",NA
"tm872496",NA
"tm1159300","PG-13"
"tm1191019",NA
"tm1027297",NA
"tm1000296",NA
"tm861018",NA
"tm1160484",NA
"tm1037519",NA
"tm1063034",NA
"ts272669","TV-Y"
"tm859005",NA
"tm1147172",NA
"tm1028026",NA
"tm1021689",NA
"tm1106551",NA
"ts273275","TV-G"
"tm1202960",NA
"tm867681",NA
"tm1173806",NA
"ts286218",NA
"tm960924",NA
"tm1127511",NA
"ts289757","TV-MA"
"tm1204317",NA
"tm1040832",NA
"tm1037687",NA
"tm981676",NA
"tm1165244",NA
"tm1111595","PG-13"
"tm1089593",NA
"tm995613",NA
"tm1150800",NA
"tm989502",NA
"tm1088320","PG-13"
"tm1038857",NA
"tm1011188",NA
"tm1023388",NA
"tm1049290",NA
"tm1159301","PG-13"
"tm1207715",NA
"ts273245","TV-14"
"tm1049083","PG-13"
"tm1030241",NA
"tm1073555",NA
"tm1044137","G"
"tm1116525",NA
"tm1019865",NA
"tm990740",NA
"tm1041329",NA
"tm1013111",NA
"tm1027639",NA
"ts314962","TV-14"
"ts357345","TV-MA"
"tm1128292",NA
"tm869475",NA
"tm1179579",NA
"tm1040733",NA
"tm1080114",NA
"tm983730",NA
"tm1067260",NA
"tm1082515","R"
"ts297132","TV-MA"
"ts330422","TV-Y"
"tm1142245",NA
"tm1109843",NA
"ts296581","TV-14"
"ts322267",NA
"tm1092075","R"
"tm1092309",NA
"tm886193",NA
"ts272422","TV-14"
"tm1124066",NA
"tm1171107",NA
"tm1104252",NA
"ts308053","TV-MA"
"tm1038364",NA
"tm1022280",NA
"tm1180743",NA
"ts316882","TV-MA"
"tm998238",NA
"tm1064988",NA
"ts296698","TV-PG"
"tm1143319",NA
"tm1119172","PG"
"ts241296","TV-14"
"tm1095880",NA
"tm1055586",NA
"tm1118234","R"
"ts286386","TV-MA"
"tm1036542","R"
"ts319303","TV-PG"
"tm1119015",NA
"tm998678",NA
"tm1106900",NA
"ts314963","TV-PG"
"ts285470","TV-PG"
"tm1024535",NA
"tm958688",NA
"tm1039571","R"
"tm1054462",NA
"tm1043655",NA
"tm1161223","PG-13"
"ts282876","TV-14"
"tm1107850",NA
"ts288544",NA
"ts285106","TV-14"
"tm1111616",NA
"tm1091284",NA
"tm1172600",NA
"ts322506",NA
"tm1068632",NA
"ts285874","TV-MA"
"tm1045603","R"
"tm1179176",NA
"tm1032950","G"
"tm1033369",NA
"ts307816","TV-PG"
"tm1114350",NA
"tm1131374",NA
"tm996996",NA
"ts305254",NA
"tm996010",NA
"tm1141663",NA
"tm1120212",NA
"tm997617",NA
"tm1036797",NA
"tm1027177",NA
"tm1029279",NA
"ts289982","TV-MA"
"tm988879",NA
"ts297061","TV-MA"
"tm1033635","PG"
"tm1115392",NA
"ts317709","TV-PG"
"tm1076198",NA
"ts269300",NA
"tm1064193",NA
"tm1159947",NA
"ts283284","TV-MA"
"tm1120636","G"
"tm1029314",NA
"tm1130275",NA
"tm1150727","R"
"tm1111559",NA
"tm1102410",NA
"tm1015884",NA
"tm1146635",NA
"tm1121098",NA
"tm1023438",NA
"tm1119331",NA
"ts274575","TV-PG"
"tm965758",NA
"ts284885","TV-14"
"tm1120766","R"
"tm1091823",NA
"ts341760","TV-MA"
"tm1068777",NA
"tm988801",NA
"tm1160938","PG-13"
"tm998544",NA
"tm1109080",NA
"tm1004011",NA
"tm1159298","PG"
"tm1131895",NA
"ts317423",NA
"tm1098060",NA
"tm1019822",NA
"tm1042277",NA
"tm1089595",NA
"tm1025616",NA
"tm1018592",NA
"ts346656","TV-14"
"tm863829",NA
"ts297729","TV-MA"
"tm1068720",NA
"tm1106888",NA
"tm1141346",NA
"tm1045883",NA
"tm1147041",NA
"ts285471","TV-MA"
"ts325991","TV-MA"
"tm1108171",NA
"tm1045018",NA
"tm987730",NA
"tm1019084","R"
"tm1094060","PG"
"tm1047429",NA
"ts287804",NA
"tm1038025",NA
"tm986017",NA
"tm988613",NA
"tm1080697",NA
"tm1046969",NA
"tm1099320","R"
"tm1040959",NA
"tm982470","R"
"ts270616","TV-14"
"ts302434",NA
"tm1204412",NA
"tm1049317",NA
"tm1201341",NA
"tm1110212",NA
"tm1011248",NA
"tm1122095",NA
"tm994923",NA
"tm1225897",NA
"tm1183575",NA
"tm1026043",NA
"tm1121084",NA
"tm1082795",NA
"tm1063339",NA
"tm1037800",NA
"tm918777",NA
"tm1020293",NA
"ts287729","TV-MA"
"tm851599",NA
"tm1110241",NA
"tm993616",NA
"tm1099342",NA
"tm831387",NA
"tm878575",NA
"ts287687",NA
"tm1099969",NA
"ts319608",NA
"tm846586",NA
"ts288861","TV-14"
"ts273317","TV-MA"
"tm996479",NA
"ts307884","TV-14"
"tm1091956",NA
"tm985747",NA
"tm959213",NA
"tm1040816",NA
"tm1053409",NA
"tm1165179",NA
"tm1216735",NA
"tm985215",NA
"tm1066324",NA
"tm1097142",NA
"tm1074617",NA
"tm1014599",NA
"tm898842",NA
"tm1059008",NA
"tm1035612","PG-13"
"ts271048",NA
